OrderDetailID,OrderID,ProductID,Quantity,PriceEach,TotalPrice
214,260,34,3,173.0823943,519.2471829
215,66,5,1,172.8076988,172.8076988
216,21,44,3,499.5698141,1498.709442
217,67,14,5,380.8527447,1904.263724
218,235,43,2,258.1505177,516.3010354
219,168,13,3,166.2641704,498.7925112
220,187,43,3,258.1505177,774.4515531
221,239,47,3,407.9476684,1223.843005
222,267,36,2,201.683993,403.3679859
223,189,8,1,111.6145026,111.6145026
224,38,8,2,111.6145026,223.2290051
225,262,34,1,173.0823943,173.0823943
226,90,14,4,380.8527447,1523.410979
227,12,17,5,200.8510914,1004.255457
228,282,31,5,447.4753435,2237.376717
229,36,43,2,258.1505177,516.3010354
230,231,17,2,200.8510914,401.7021827
231,7,32,4,235.2164086,940.8656345
232,44,18,3,219.3627841,658.0883523
233,67,28,2,479.3408898,958.6817796
234,91,47,4,407.9476684,1631.790674
235,127,19,1,456.0074145,456.0074145
236,236,32,4,235.2164086,940.8656345
237,17,28,1,479.3408898,479.3408898
238,162,38,1,346.1443086,346.1443086
239,88,31,5,447.4753435,2237.376717
240,297,36,5,201.683993,1008.419965
241,263,15,5,179.5504607,897.7523035
242,70,7,3,484.2676791,1452.803037
243,174,31,4,447.4753435,1789.901374
244,148,38,1,346.1443086,346.1443086
245,195,48,4,388.8132485,1555.252994
246,198,20,1,218.7660536,218.7660536
247,144,36,3,201.683993,605.0519789
248,196,9,3,182.5024562,547.5073687
249,44,21,1,182.7412995,182.7412995
250,164,46,5,169.9324815,849.6624076
251,55,23,1,140.6243556,140.6243556
252,84,13,3,166.2641704,498.7925112
253,87,40,4,452.4008463,1809.603385
254,84,10,2,133.5093716,267.0187433
255,272,39,1,89.87249352,89.87249352
256,56,1,4,358.9846517,1435.938607
257,195,41,5,440.9431243,2204.715622
258,108,47,2,407.9476684,815.8953368
259,73,30,2,476.0805682,952.1611364
260,218,30,3,476.0805682,1428.241705
261,205,13,1,166.2641704,166.2641704
262,78,35,2,454.2854953,908.5709906
263,169,24,3,344.9015017,1034.704505
264,50,47,4,407.9476684,1631.790674
265,121,42,4,322.3976772,1289.590709
266,158,45,3,154.7126846,464.1380539
267,173,6,2,487.4551341,974.9102682
268,225,7,4,484.2676791,1937.070716
269,271,49,2,89.5184864,179.0369728
270,22,33,2,496.2095989,992.4191978
271,235,20,5,218.7660536,1093.830268
272,111,41,4,440.9431243,1763.772497
273,276,13,5,166.2641704,831.3208521
274,235,40,5,452.4008463,2262.004232
275,168,12,5,441.9512343,2209.756172
276,79,49,2,89.5184864,179.0369728
277,50,38,4,346.1443086,1384.577234
278,281,34,2,173.0823943,346.1647886
279,288,7,4,484.2676791,1937.070716
280,200,34,5,173.0823943,865.4119715
281,211,31,1,447.4753435,447.4753435
282,26,33,4,496.2095989,1984.838396
283,271,2,3,255.4992244,766.4976733
284,300,15,3,179.5504607,538.6513821
285,101,5,2,172.8076988,345.6153975
286,203,22,1,433.7040398,433.7040398
287,31,1,1,358.9846517,358.9846517
288,119,14,3,380.8527447,1142.558234
289,213,6,5,487.4551341,2437.27567
290,229,44,4,499.5698141,1998.279256
291,190,4,1,353.5039826,353.5039826
292,109,31,1,447.4753435,447.4753435
293,53,48,3,388.8132485,1166.439746
294,10,18,3,219.3627841,658.0883523
295,28,33,1,496.2095989,496.2095989
296,265,43,5,258.1505177,1290.752589
297,249,11,2,315.5712554,631.1425109
298,132,39,2,89.87249352,179.744987
299,47,11,3,315.5712554,946.7137663
300,255,39,5,89.87249352,449.3624676
301,57,50,4,166.7262278,666.9049111
302,266,1,2,358.9846517,717.9693035
303,71,46,3,169.9324815,509.7974445
304,189,5,1,172.8076988,172.8076988
305,113,42,4,322.3976772,1289.590709
306,180,38,4,346.1443086,1384.577234
307,118,40,5,452.4008463,2262.004232
308,162,25,2,224.5675782,449.1351564
309,284,22,3,433.7040398,1301.11212
310,86,21,5,182.7412995,913.7064975
311,153,44,4,499.5698141,1998.279256
312,146,28,2,479.3408898,958.6817796
313,150,9,3,182.5024562,547.5073687
314,233,45,4,154.7126846,618.8507385
315,53,14,2,380.8527447,761.7054894
316,165,4,4,353.5039826,1414.01593
317,161,19,3,456.0074145,1368.022244
318,86,37,2,436.2154886,872.4309773
319,167,13,2,166.2641704,332.5283408
320,152,15,3,179.5504607,538.6513821
321,36,1,1,358.9846517,358.9846517
322,176,10,2,133.5093716,267.0187433
323,53,37,3,436.2154886,1308.646466
324,140,5,1,172.8076988,172.8076988
325,159,46,4,169.9324815,679.7299261
326,30,8,3,111.6145026,334.8435077
327,105,13,3,166.2641704,498.7925112
328,237,26,3,464.0220163,1392.066049
329,107,29,2,361.8849759,723.7699519
330,188,45,4,154.7126846,618.8507385
331,138,27,2,146.6451513,293.2903026
332,259,6,3,487.4551341,1462.365402
333,71,28,1,479.3408898,479.3408898
334,239,21,5,182.7412995,913.7064975
335,147,41,3,440.9431243,1322.829373
336,62,28,1,479.3408898,479.3408898
337,186,46,5,169.9324815,849.6624076
338,153,27,2,146.6451513,293.2903026
339,248,14,1,380.8527447,380.8527447
340,214,23,5,140.6243556,703.1217779
341,61,15,4,179.5504607,718.2018428
342,116,47,2,407.9476684,815.8953368
343,40,39,5,89.87249352,449.3624676
344,94,22,4,433.7040398,1734.816159
345,154,17,3,200.8510914,602.5532741
346,61,16,2,409.6170697,819.2341394
347,46,46,3,169.9324815,509.7974445
348,220,12,5,441.9512343,2209.756172
349,198,32,3,235.2164086,705.6492259
350,29,49,4,89.5184864,358.0739456
351,148,45,4,154.7126846,618.8507385
352,224,22,5,433.7040398,2168.520199
353,67,37,5,436.2154886,2181.077443
354,53,20,4,218.7660536,875.0642145
355,207,43,1,258.1505177,258.1505177
356,168,4,1,353.5039826,353.5039826
357,6,2,2,255.4992244,510.9984489
358,216,36,3,201.683993,605.0519789
359,122,21,1,182.7412995,182.7412995
360,123,2,4,255.4992244,1021.996898
361,82,36,5,201.683993,1008.419965
362,298,21,5,182.7412995,913.7064975
363,286,21,4,182.7412995,730.965198
364,22,15,2,179.5504607,359.1009214
365,177,5,2,172.8076988,345.6153975
366,114,32,5,235.2164086,1176.082043
367,236,46,5,169.9324815,849.6624076
368,10,31,5,447.4753435,2237.376717
369,41,38,1,346.1443086,346.1443086
370,177,12,2,441.9512343,883.9024686
371,103,17,3,200.8510914,602.5532741
372,231,22,5,433.7040398,2168.520199
373,282,37,2,436.2154886,872.4309773
374,269,3,1,386.1764812,386.1764812
375,227,45,5,154.7126846,773.5634232
376,240,1,5,358.9846517,1794.923259
377,134,18,1,219.3627841,219.3627841
378,3,19,4,456.0074145,1824.029658
379,263,19,4,456.0074145,1824.029658
380,60,41,1,440.9431243,440.9431243
381,233,22,2,433.7040398,867.4080797
382,179,37,1,436.2154886,436.2154886
383,171,30,1,476.0805682,476.0805682
384,12,37,4,436.2154886,1744.861955
385,156,7,2,484.2676791,968.5353581
386,271,24,3,344.9015017,1034.704505
387,166,3,5,386.1764812,1930.882406
388,139,44,2,499.5698141,999.1396281
389,259,6,3,487.4551341,1462.365402
390,7,25,3,224.5675782,673.7027347
391,246,2,2,255.4992244,510.9984489
392,174,33,3,496.2095989,1488.628797
393,271,19,4,456.0074145,1824.029658
394,276,33,2,496.2095989,992.4191978
395,103,26,1,464.0220163,464.0220163
396,226,50,1,166.7262278,166.7262278
397,101,19,1,456.0074145,456.0074145
398,138,12,1,441.9512343,441.9512343
399,189,2,5,255.4992244,1277.496122
400,162,35,1,454.2854953,454.2854953
401,121,11,2,315.5712554,631.1425109
402,69,31,5,447.4753435,2237.376717
403,195,29,4,361.8849759,1447.539904
404,50,42,4,322.3976772,1289.590709
405,137,22,5,433.7040398,2168.520199
406,190,32,5,235.2164086,1176.082043
407,237,34,5,173.0823943,865.4119715
408,45,41,4,440.9431243,1763.772497
409,24,22,1,433.7040398,433.7040398
410,27,27,1,146.6451513,146.6451513
411,155,44,5,499.5698141,2497.84907
412,277,32,3,235.2164086,705.6492259
413,47,6,2,487.4551341,974.9102682
414,53,35,5,454.2854953,2271.427476
415,40,31,4,447.4753435,1789.901374
416,2,23,4,140.6243556,562.4974224
417,114,41,2,440.9431243,881.8862487
418,263,40,5,452.4008463,2262.004232
419,65,8,2,111.6145026,223.2290051
420,183,3,3,386.1764812,1158.529444
421,70,1,3,358.9846517,1076.953955
422,56,17,5,200.8510914,1004.255457
423,260,44,4,499.5698141,1998.279256
424,18,20,5,218.7660536,1093.830268
425,18,29,1,361.8849759,361.8849759
426,42,34,3,173.0823943,519.2471829
427,21,36,3,201.683993,605.0519789
428,223,22,5,433.7040398,2168.520199
429,187,46,2,169.9324815,339.864963
430,280,35,5,454.2854953,2271.427476
431,185,25,2,224.5675782,449.1351564
432,18,37,3,436.2154886,1308.646466
433,50,3,4,386.1764812,1544.705925
434,184,27,1,146.6451513,146.6451513
435,41,5,1,172.8076988,172.8076988
436,187,2,3,255.4992244,766.4976733
437,171,11,1,315.5712554,315.5712554
438,233,40,4,452.4008463,1809.603385
439,292,1,5,358.9846517,1794.923259
440,290,37,1,436.2154886,436.2154886
441,152,17,2,200.8510914,401.7021827
442,248,31,3,447.4753435,1342.42603
443,142,34,1,173.0823943,173.0823943
444,10,9,5,182.5024562,912.5122811
445,226,3,1,386.1764812,386.1764812
446,236,23,2,140.6243556,281.2487112
447,267,22,2,433.7040398,867.4080797
448,97,47,4,407.9476684,1631.790674
449,108,27,3,146.6451513,439.9354539
450,29,12,1,441.9512343,441.9512343
451,92,31,3,447.4753435,1342.42603
452,233,28,5,479.3408898,2396.704449
453,39,15,2,179.5504607,359.1009214
454,59,28,3,479.3408898,1438.022669
455,213,29,5,361.8849759,1809.42488
456,148,44,1,499.5698141,499.5698141
457,66,43,2,258.1505177,516.3010354
458,26,42,2,322.3976772,644.7953544
459,26,21,2,182.7412995,365.482599
460,172,43,1,258.1505177,258.1505177
461,120,27,5,146.6451513,733.2257565
462,288,25,3,224.5675782,673.7027347
463,140,23,1,140.6243556,140.6243556
464,143,19,3,456.0074145,1368.022244
465,261,39,4,89.87249352,359.4899741
466,200,50,1,166.7262278,166.7262278
467,246,22,4,433.7040398,1734.816159
468,195,45,1,154.7126846,154.7126846
469,133,49,4,89.5184864,358.0739456
470,54,46,4,169.9324815,679.7299261
471,251,32,1,235.2164086,235.2164086
472,121,20,5,218.7660536,1093.830268
473,237,20,2,218.7660536,437.5321073
474,266,34,3,173.0823943,519.2471829
475,46,40,5,452.4008463,2262.004232
476,114,35,4,454.2854953,1817.141981
477,47,48,3,388.8132485,1166.439746
478,162,16,3,409.6170697,1228.851209
479,222,27,5,146.6451513,733.2257565
480,154,12,4,441.9512343,1767.804937
481,197,30,3,476.0805682,1428.241705
482,104,18,3,219.3627841,658.0883523
483,213,39,2,89.87249352,179.744987
484,134,23,2,140.6243556,281.2487112
485,147,13,3,166.2641704,498.7925112
486,141,46,5,169.9324815,849.6624076
487,149,34,5,173.0823943,865.4119715
488,236,4,4,353.5039826,1414.01593
489,7,17,4,200.8510914,803.4043655
490,260,25,3,224.5675782,673.7027347
491,214,22,3,433.7040398,1301.11212
492,237,45,3,154.7126846,464.1380539
493,139,42,3,322.3976772,967.1930316
494,57,37,4,436.2154886,1744.861955
495,112,17,3,200.8510914,602.5532741
496,90,35,5,454.2854953,2271.427476
497,31,9,3,182.5024562,547.5073687
498,251,27,4,146.6451513,586.5806052
499,205,33,3,496.2095989,1488.628797
500,63,6,3,487.4551341,1462.365402
501,218,28,3,479.3408898,1438.022669
502,176,43,4,258.1505177,1032.602071
503,2,5,1,172.8076988,172.8076988
504,296,10,2,133.5093716,267.0187433
505,271,25,3,224.5675782,673.7027347
506,13,11,5,315.5712554,1577.856277
507,38,5,2,172.8076988,345.6153975
508,82,43,5,258.1505177,1290.752589
509,264,21,5,182.7412995,913.7064975
510,272,29,1,361.8849759,361.8849759
511,40,12,4,441.9512343,1767.804937
512,199,33,1,496.2095989,496.2095989
513,39,14,3,380.8527447,1142.558234
514,12,31,5,447.4753435,2237.376717
515,293,12,1,441.9512343,441.9512343
516,133,44,1,499.5698141,499.5698141
517,110,16,3,409.6170697,1228.851209
518,231,48,1,388.8132485,388.8132485
519,209,37,3,436.2154886,1308.646466
520,150,47,3,407.9476684,1223.843005
521,80,7,5,484.2676791,2421.338395
522,3,24,3,344.9015017,1034.704505
523,249,39,3,89.87249352,269.6174805
524,148,38,2,346.1443086,692.2886171
525,51,30,4,476.0805682,1904.322273
526,163,33,2,496.2095989,992.4191978
527,119,32,5,235.2164086,1176.082043
528,90,5,1,172.8076988,172.8076988
529,51,49,2,89.5184864,179.0369728
530,70,36,2,201.683993,403.3679859
531,177,20,2,218.7660536,437.5321073
532,293,9,5,182.5024562,912.5122811
533,252,10,5,133.5093716,667.5468582
534,228,14,2,380.8527447,761.7054894
535,60,37,1,436.2154886,436.2154886
536,135,34,1,173.0823943,173.0823943
537,78,11,5,315.5712554,1577.856277
538,52,3,5,386.1764812,1930.882406
539,265,48,2,388.8132485,777.6264971
540,122,36,1,201.683993,201.683993
541,170,36,2,201.683993,403.3679859
542,82,19,4,456.0074145,1824.029658
543,44,15,2,179.5504607,359.1009214
544,57,32,1,235.2164086,235.2164086
545,52,2,1,255.4992244,255.4992244
546,293,12,3,441.9512343,1325.853703
547,100,27,2,146.6451513,293.2903026
548,112,20,4,218.7660536,875.0642145
549,36,17,1,200.8510914,200.8510914
550,252,9,5,182.5024562,912.5122811
551,156,39,1,89.87249352,89.87249352
552,8,46,5,169.9324815,849.6624076
553,108,41,1,440.9431243,440.9431243
554,84,25,1,224.5675782,224.5675782
555,22,49,3,89.5184864,268.5554592
556,250,30,2,476.0805682,952.1611364
557,34,19,1,456.0074145,456.0074145
558,158,19,4,456.0074145,1824.029658
559,24,43,2,258.1505177,516.3010354
560,189,25,5,224.5675782,1122.837891
561,28,7,1,484.2676791,484.2676791
562,144,4,3,353.5039826,1060.511948
563,16,20,1,218.7660536,218.7660536
564,211,3,3,386.1764812,1158.529444
565,44,36,1,201.683993,201.683993
566,253,25,2,224.5675782,449.1351564
567,163,21,4,182.7412995,730.965198
568,149,28,1,479.3408898,479.3408898
569,281,43,1,258.1505177,258.1505177
570,204,44,1,499.5698141,499.5698141
571,166,27,2,146.6451513,293.2903026
572,78,36,3,201.683993,605.0519789
573,29,18,5,219.3627841,1096.81392
574,143,1,4,358.9846517,1435.938607
575,148,26,4,464.0220163,1856.088065
576,150,31,3,447.4753435,1342.42603
577,151,48,5,388.8132485,1944.066243
578,198,35,2,454.2854953,908.5709906
579,112,1,5,358.9846517,1794.923259
580,186,30,1,476.0805682,476.0805682
581,215,47,5,407.9476684,2039.738342
582,187,38,1,346.1443086,346.1443086
583,165,30,1,476.0805682,476.0805682
584,260,7,1,484.2676791,484.2676791
585,194,11,4,315.5712554,1262.285022
586,103,24,1,344.9015017,344.9015017
587,70,26,5,464.0220163,2320.110082
588,170,48,1,388.8132485,388.8132485
589,240,12,3,441.9512343,1325.853703
590,5,29,5,361.8849759,1809.42488
591,288,13,3,166.2641704,498.7925112
592,104,3,5,386.1764812,1930.882406
593,104,3,4,386.1764812,1544.705925
594,157,27,3,146.6451513,439.9354539
595,3,17,3,200.8510914,602.5532741
596,202,29,2,361.8849759,723.7699519
597,113,24,1,344.9015017,344.9015017
598,269,2,3,255.4992244,766.4976733
599,185,9,3,182.5024562,547.5073687
600,132,33,2,496.2095989,992.4191978
